Time,F1,F2,F1 + F2
0,0,1,1
0.0001,0.187381314585725,0.968583161128631,1.15596447571436
0.0002,0.368124552684678,0.876306680043864,1.24443123272854
0.0003,0.535826794978997,0.728968627421412,1.26479542240041
0.0004,0.684547105928689,0.535826794978997,1.22037390090769
0.0005,0.809016994374947,0.309016994374947,1.1180339887499
0.0006,0.90482705246602,0.0627905195293133,0.967617571995333
0.0007,0.968583161128631,-0.187381314585725,0.781201846542906
0.0008,0.998026728428271,-0.425779291565073,0.572247436863198
0.0009,0.992114701314478,-0.63742398974869,0.354690711565788
0.001,0.951056516295153,-0.809016994374948,0.142039521920206
0.0011,0.876306680043863,-0.929776485888252,-0.0534698058443884
0.0012,0.770513242775789,-0.992114701314478,-0.221601458538689
0.0013,0.637423989748689,-0.992114701314478,-0.354690711565789
0.0014,0.481753674101715,-0.929776485888251,-0.448022811786536
0.0015,0.309016994374947,-0.809016994374947,-0.5
0.0016,0.125333233564304,-0.637423989748689,-0.512090756184385
0.0017,-0.0627905195293142,-0.425779291565071,-0.488569811094386
0.0018,-0.248689887164856,-0.187381314585723,-0.436071201750579
0.0019,-0.425779291565074,0.0627905195293146,-0.362988772035759
0.002,-0.587785252292474,0.309016994374949,-0.278768257917525
0.0021,-0.728968627421412,0.535826794978998,-0.193141832442414
0.0022,-0.844327925502015,0.728968627421412,-0.115359298080603
0.0023,-0.929776485888251,0.876306680043864,-0.0534698058443875
0.0024,-0.982287250728689,0.968583161128631,-0.0137040896000575
0.0025,-1,1,0
0.0026,-0.982287250728689,0.968583161128631,-0.0137040896000574
0.0027,-0.929776485888252,0.876306680043865,-0.0534698058443872
0.0028,-0.844327925502016,0.728968627421413,-0.115359298080603
0.0029,-0.728968627421413,0.535826794978999,-0.193141832442415
0.003,-0.587785252292475,0.30901699437495,-0.278768257917525
0.0031,-0.425779291565075,0.0627905195293169,-0.362988772035759
0.0032,-0.248689887164858,-0.187381314585722,-0.436071201750579
0.0033,-0.0627905195293168,-0.425779291565068,-0.488569811094385
0.0034,0.125333233564301,-0.637423989748686,-0.512090756184386
0.0035,0.309016994374943,-0.809016994374944,-0.500000000000001
0.0036,0.481753674101711,-0.92977648588825,-0.448022811786538
0.0037,0.637423989748686,-0.992114701314477,-0.354690711565791
0.0038,0.770513242775786,-0.992114701314479,-0.221601458538693
0.0039,0.876306680043861,-0.929776485888254,-0.0534698058443928
0.004,0.951056516295152,-0.809016994374951,0.142039521920201
0.0041,0.992114701314477,-0.637423989748694,0.354690711565783
0.0042,0.998026728428272,-0.425779291565077,0.572247436863195
