Time,F1,F2,F1 + F2
0,0,1,1
0.0001,0.125333233564304,0.982287250728689,1.10762048429299
0.0002,0.248689887164855,0.929776485888251,1.17846637305311
0.0003,0.368124552684678,0.844327925502015,1.21245247818669
0.0004,0.481753674101715,0.728968627421412,1.21072230152313
0.0005,0.587785252292473,0.587785252292473,1.17557050458495
0.0006,0.684547105928689,0.425779291565073,1.11032639749376
0.0007,0.770513242775789,0.248689887164855,1.01920312994064
0.0008,0.844327925502015,0.0627905195293131,0.907118445031328
0.0009,0.90482705246602,-0.125333233564305,0.779493818901715
0.001,0.951056516295154,-0.309016994374948,0.642039521920206
0.0011,0.982287250728689,-0.481753674101716,0.500533576626973
0.0012,0.998026728428271,-0.63742398974869,0.360602738679581
0.0013,0.998026728428271,-0.77051324277579,0.227513485652482
0.0014,0.982287250728689,-0.876306680043864,0.105980570684825
0.0015,0.951056516295153,-0.951056516295154,0
0.0016,0.904827052466019,-0.992114701314478,-0.0872876488484586
0.0017,0.844327925502015,-0.998026728428271,-0.153698802926257
0.0018,0.770513242775789,-0.968583161128631,-0.198069918352842
0.0019,0.684547105928688,-0.904827052466019,-0.220279946537331
0.002,0.587785252292473,-0.809016994374947,-0.221231742082475
0.0021,0.481753674101715,-0.684547105928688,-0.202793431826973
0.0022,0.368124552684678,-0.535826794978996,-0.167702242294319
0.0023,0.248689887164855,-0.368124552684679,-0.119434665519824
0.0024,0.125333233564305,-0.187381314585725,-0.062048081021421
0.0025,5.66553889764798E-16,-1.07187543957223E-15,-5.0532154980743E-16
0.0026,-0.125333233564303,0.187381314585723,0.06204808102142
0.0027,-0.248689887164854,0.368124552684677,0.119434665519823
0.0028,-0.368124552684677,0.535826794978995,0.167702242294318
0.0029,-0.481753674101714,0.684547105928687,0.202793431826972
0.003,-0.587785252292472,0.809016994374946,0.221231742082474
0.0031,-0.684547105928687,0.904827052466018,0.220279946537331
0.0032,-0.770513242775788,0.96858316112863,0.198069918352842
0.0033,-0.844327925502014,0.998026728428271,0.153698802926257
0.0034,-0.904827052466019,0.992114701314478,0.0872876488484597
0.0035,-0.951056516295153,0.951056516295155,0
0.0036,-0.982287250728688,0.876306680043866,-0.105980570684822
0.0037,-0.998026728428271,0.770513242775792,-0.227513485652479
0.0038,-0.998026728428272,0.637423989748694,-0.360602738679578
0.0039,-0.982287250728689,0.48175367410172,-0.500533576626969
0.004,-0.951056516295154,0.309016994374952,-0.642039521920202
0.0041,-0.904827052466021,0.125333233564309,-0.779493818901712
0.0042,-0.844327925502016,-0.0627905195293092,-0.907118445031326
0.0043,-0.770513242775791,-0.248689887164851,-1.01920312994064
0.0044,-0.68454710592869,-0.42577929156507,-1.11032639749376
0.0045,-0.587785252292474,-0.587785252292471,-1.17557050458495
0.0046,-0.481753674101716,-0.728968627421411,-1.21072230152313
0.0047,-0.368124552684679,-0.844327925502014,-1.21245247818669
0.0048,-0.248689887164855,-0.929776485888251,-1.17846637305311
0.0049,-0.125333233564305,-0.982287250728689,-1.10762048429299
0.005,-2.44929359829471E-16,-1,-1
0.0051,0.125333233564305,-0.982287250728689,-0.856954017164384
0.0052,0.248689887164856,-0.929776485888251,-0.681086598723395
0.0053,0.368124552684679,-0.844327925502014,-0.476203372817335
0.0054,0.481753674101716,-0.72896862742141,-0.247214953319693
0.0055,0.587785252292474,-0.587785252292472,2.33146835171283E-15
0.0056,0.684547105928691,-0.425779291565071,0.25876781436362
0.0057,0.770513242775791,-0.248689887164852,0.521823355610939
0.0058,0.844327925502017,-0.0627905195293099,0.781537405972707
0.0059,0.904827052466021,0.125333233564308,1.03016028603033
0.006,0.951056516295155,0.309016994374952,1.26007351067011
0.0061,0.982287250728689,0.48175367410172,1.46404092483041
0.0062,0.998026728428272,0.637423989748694,1.63545071817697
0.0063,0.998026728428271,0.770513242775793,1.76853997120406
0.0064,0.982287250728688,0.876306680043867,1.85859393077255
0.0065,0.951056516295152,0.951056516295156,1.90211303259031
0.0066,0.904827052466017,0.992114701314479,1.8969417537805
0.0067,0.844327925502012,0.998026728428271,1.84235465393028
0.0068,0.770513242775785,0.968583161128629,1.73909640390441
0.00690000000000001,0.684547105928684,0.904827052466015,1.5893741583947
0.00700000000000001,0.587785252292468,0.809016994374941,1.39680224666741
0.00710000000000001,0.481753674101708,0.684547105928682,1.16630078003039
0.00720000000000001,0.368124552684671,0.535826794978988,0.90395134766366
0.00730000000000001,0.248689887164847,0.368124552684668,0.616814439849515
0.00740000000000001,0.125333233564297,0.187381314585714,0.31271454815001
0.00750000000000001,-8.51439015725705E-15,-1.18834068161854E-14,-2.03977969734425E-14
0.00760000000000001,-0.125333233564314,-0.187381314585737,-0.312714548150051
0.00770000000000001,-0.248689887164863,-0.36812455268469,-0.616814439849554
0.00780000000000001,-0.368124552684687,-0.535826794979008,-0.903951347663696
0.00790000000000001,-0.481753674101723,-0.684547105928698,-1.16630078003042
0.00800000000000001,-0.58778525229248,-0.809016994374954,-1.39680224666743
0.00810000000000001,-0.684547105928694,-0.904827052466024,-1.58937415839472
0.00820000000000001,-0.770513242775794,-0.968583161128633,-1.73909640390443
0.0083,-0.844327925502019,-0.998026728428272,-1.84235465393029
0.0084,-0.904827052466022,-0.992114701314477,-1.8969417537805
0.0085,-0.951056516295155,-0.951056516295151,-1.90211303259031
0.0086,-0.982287250728689,-0.87630668004386,-1.85859393077255
0.0087,-0.998026728428272,-0.770513242775785,-1.76853997120406
0.0088,-0.998026728428271,-0.637423989748686,-1.63545071817696
0.0089,-0.982287250728688,-0.481753674101712,-1.4640409248304
0.009,-0.951056516295153,-0.309016994374948,-1.2600735106701
0.0091,-0.904827052466019,-0.125333233564306,-1.03016028603033
0.0092,-0.844327925502015,0.0627905195293106,-0.781537405972705
0.0093,-0.77051324277579,0.248689887164851,-0.521823355610939
0.0094,-0.68454710592869,0.425779291565068,-0.258767814363622
0.0095,-0.587785252292475,0.587785252292468,-6.66133814775094E-15
0.0096,-0.481753674101718,0.728968627421407,0.247214953319689
0.0097,-0.368124552684681,0.844327925502011,0.476203372817329
0.0098,-0.248689887164859,0.929776485888248,0.681086598723389
0.0099,-0.125333233564309,0.982287250728687,0.856954017164378
0.01,-5.81892923785969E-15,1,0.999999999999994
0.0101,0.125333233564298,0.982287250728691,1.10762048429299
0.0102,0.248689887164848,0.929776485888256,1.1784663730531
0.0103,0.36812455268467,0.844327925502023,1.21245247818669
0.0104,0.481753674101708,0.728968627421422,1.21072230152313
0.0105,0.587785252292465,0.587785252292487,1.17557050458495
0.0106,0.684547105928681,0.425779291565089,1.11032639749377
0.0107,0.770513242775782,0.248689887164873,1.01920312994066
0.0108,0.844327925502009,0.0627905195293333,0.907118445031342
0.0109,0.904827052466014,-0.125333233564283,0.779493818901731
0.011,0.95105651629515,-0.309016994374926,0.642039521920223
0.0111,0.982287250728686,-0.481753674101695,0.500533576626991
0.0112,0.998026728428271,-0.637423989748671,0.3606027386796
0.0113,0.998026728428273,-0.770513242775773,0.2275134856525
0.0114,0.982287250728692,-0.876306680043851,0.105980570684841
0.0115,0.951056516295159,-0.951056516295145,1.40998324127395E-14
0.0116,0.904827052466028,-0.992114701314474,-0.0872876488484465
0.0117,0.844327925502026,-0.998026728428273,-0.153698802926248
0.0118,0.770513242775802,-0.968583161128639,-0.198069918352836
0.0119,0.684547105928704,-0.904827052466033,-0.220279946537329
0.012,0.587785252292491,-0.809016994374967,-0.221231742082476
0.0121,0.481753674101735,-0.684547105928713,-0.202793431826978
0.0122,0.3681245526847,-0.535826794979026,-0.167702242294327
0.0123,0.248689887164878,-0.368124552684711,-0.119434665519833
0.0124,0.125333233564329,-0.187381314585761,-0.0620480810214323
0.0125,2.54813191511772E-14,-3.82219787267658E-14,-1.27406595755886E-14
0.0126,-0.125333233564278,0.187381314585686,0.0620480810214078
0.0127,-0.248689887164829,0.36812455268464,0.119434665519812
0.0128,-0.368124552684652,0.535826794978962,0.167702242294309
0.0129,-0.48175367410169,0.684547105928658,0.202793431826967
0.013,-0.58778525229245,0.809016994374922,0.221231742082472
0.0131,-0.684547105928667,0.904827052466001,0.220279946537334
0.0132,-0.77051324277577,0.96858316112862,0.19806991835285
0.0133,-0.844327925501998,0.998026728428269,0.15369880292627
0.0134,-0.904827052466006,0.992114701314484,0.087287648848478
0.0135,-0.951056516295144,0.951056516295169,2.52020626589911E-14
0.0136,-0.982287250728682,0.876306680043889,-0.105980570684793
0.0137,-0.99802672842827,0.770513242775824,-0.227513485652445
0.0138,-0.998026728428274,0.637423989748733,-0.360602738679541
0.0139,-0.982287250728695,0.481753674101765,-0.50053357662693
0.014,-0.951056516295165,0.309016994375002,-0.642039521920162
0.0141,-0.904827052466035,0.125333233564363,-0.779493818901672
0.0142,-0.844327925502035,-0.0627905195292535,-0.907118445031289
0.0143,-0.770513242775814,-0.248689887164796,-1.01920312994061
